user_id,product_id,product_name,category,rating,purchase_count,price,total_spent,purchase_date
472,16,Pantalón Formal,Ropa,2,3,277.02,831.06,2025-08-06
156,10,Mousepad Gaming,Electrónica,2,2,24.6,49.2,2025-10-13
19,30,Macetas Decorativas,Hogar,3,3,305.83,917.49,2025-10-04
57,20,Camisa de Vestir,Ropa,3,2,13.18,26.36,2025-12-01
283,20,Camisa de Vestir,Ropa,5,3,13.18,39.54,2025-08-12
290,2,Mouse Inalámbrico,Electrónica,4,1,22.26,22.26,2025-12-12
133,10,Mousepad Gaming,Electrónica,4,3,24.6,73.8,2025-11-04
99,13,Zapatillas Running,Ropa,1,3,23.0,69.0,2025-07-24
273,26,Alfombra Moderna,Hogar,3,2,174.93,349.86,2025-08-02
345,13,Zapatillas Running,Ropa,3,2,23.0,46.0,2025-09-25
433,49,Clean Code,Libros,2,3,321.49,964.47,2025-09-03
239,12,Jeans Clásicos,Ropa,5,3,257.62,772.86,2025-11-17
25,44,Inteligencia Artificial,Libros,5,2,151.8,303.6,2026-01-12
201,36,Banda Elástica,Deportes,5,1,280.5,280.5,2025-11-17
354,8,Cargador USB-C,Electrónica,5,1,52.6,52.6,2025-12-02
169,41,Python para Todos,Libros,3,2,355.24,710.48,2026-01-07
304,7,Tablet Android,Electrónica,5,2,447.17,894.34,2025-11-11
56,30,Macetas Decorativas,Hogar,5,2,305.83,611.66,2025-09-02
407,49,Clean Code,Libros,5,3,321.49,964.47,2025-09-23
392,25,Espejo de Pared,Hogar,5,1,479.03,479.03,2025-12-29
470,46,Data Science Handbook,Libros,5,3,124.07,372.21,2025-12-28
401,41,Python para Todos,Libros,3,3,355.24,1065.72,2025-08-06
222,31,Mancuernas 5kg,Deportes,3,1,405.49,405.49,2025-10-30
436,22,Cojines Decorativos,Hogar,5,2,352.09,704.18,2025-11-15
443,17,Sudadera con Capucha,Ropa,5,2,118.02,236.04,2025-09-26
451,35,Pelota Fitness,Deportes,4,3,195.48,586.44,2026-01-07
233,48,Deep Learning,Libros,4,1,146.21,146.21,2025-08-14
366,14,Chaqueta Invierno,Ropa,5,1,107.43,107.43,2025-08-03
261,47,1984,Libros,5,3,59.49,178.47,2025-09-22
96,19,Shorts Deportivos,Ropa,3,2,406.62,813.24,2025-08-17
224,3,Teclado Mecánico,Electrónica,4,3,144.76,434.28,2025-12-07
76,26,Alfombra Moderna,Hogar,4,1,174.93,174.93,2025-09-03
301,17,Sudadera con Capucha,Ropa,3,3,118.02,354.06,2025-08-23
440,12,Jeans Clásicos,Ropa,4,1,257.62,257.62,2025-08-03
466,27,Set de Toallas,Hogar,4,3,55.45,166.35,2025-09-14
356,11,Camiseta Deportiva,Ropa,5,2,117.13,234.26,2025-08-18
290,45,Cien Años Soledad,Libros,3,2,49.1,98.2,2025-10-21
84,42,El Arte de la Guerra,Libros,5,1,32.45,32.45,2025-08-03
115,34,Cuerda Saltar,Deportes,5,1,486.83,486.83,2025-09-12
377,9,Hub USB,Electrónica,4,3,216.74,650.22,2025-10-09
106,13,Zapatillas Running,Ropa,4,1,23.0,23.0,2025-10-14
16,50,El Principito,Libros,4,1,188.77,188.77,2025-08-05
300,37,Guantes Gimnasio,Deportes,3,1,416.41,416.41,2025-11-24
102,24,Organizador Cocina,Hogar,5,3,86.18,258.54,2025-11-30
174,50,El Principito,Libros,2,1,188.77,188.77,2026-01-08
91,49,Clean Code,Libros,5,1,321.49,321.49,2025-07-24
71,39,Pesas Ajustables,Deportes,4,1,432.24,432.24,2025-10-27
234,4,"Monitor 24""",Electrónica,5,3,119.37,358.11,2025-08-07
452,4,"Monitor 24""",Electrónica,4,1,119.37,119.37,2025-11-26
99,44,Inteligencia Artificial,Libros,4,2,151.8,303.6,2025-08-04
126,32,Colchoneta Yoga,Deportes,5,3,367.57,1102.71,2025-11-26
438,16,Pantalón Formal,Ropa,4,1,277.02,277.02,2025-08-05
408,19,Shorts Deportivos,Ropa,5,3,406.62,1219.86,2025-09-10
108,38,Bicicleta Estática,Deportes,5,3,313.07,939.21,2025-08-09
34,18,Zapatos Formales,Ropa,5,3,298.74,896.22,2025-09-05
192,9,Hub USB,Electrónica,4,3,216.74,650.22,2025-10-10
270,28,Reloj de Pared,Hogar,5,3,57.39,172.17,2025-10-03
327,27,Set de Toallas,Hogar,3,1,55.45,55.45,2025-11-21
113,15,Vestido Casual,Ropa,5,1,328.44,328.44,2025-10-04
112,5,Auriculares Bluetooth,Electrónica,5,2,370.87,741.74,2025-11-09
282,21,Lámpara LED,Hogar,4,3,404.85,1214.55,2025-10-15
118,20,Camisa de Vestir,Ropa,5,2,13.18,26.36,2025-09-26
231,43,Sapiens,Libros,4,2,121.67,243.34,2025-10-24
140,36,Banda Elástica,Deportes,5,2,280.5,561.0,2025-08-01
39,8,Cargador USB-C,Electrónica,4,3,52.6,157.8,2025-09-04
280,38,Bicicleta Estática,Deportes,5,1,313.07,313.07,2025-12-14
37,8,Cargador USB-C,Electrónica,4,3,52.6,157.8,2025-10-21
129,38,Bicicleta Estática,Deportes,4,3,313.07,939.21,2025-12-09
438,22,Cojines Decorativos,Hogar,4,2,352.09,704.18,2026-01-11
395,33,Botella Térmica,Deportes,5,2,272.75,545.5,2025-10-02
421,40,Kit Yoga Completo,Deportes,5,3,292.9,878.7,2025-12-06
444,43,Sapiens,Libros,5,1,121.67,121.67,2025-09-14
120,6,Webcam HD,Electrónica,5,2,341.58,683.16,2025-10-18
406,30,Macetas Decorativas,Hogar,5,3,305.83,917.49,2025-09-29
108,38,Bicicleta Estática,Deportes,3,1,313.07,313.07,2025-08-19
448,19,Shorts Deportivos,Ropa,5,3,406.62,1219.86,2025-10-15
174,36,Banda Elástica,Deportes,5,2,280.5,561.0,2025-07-21
276,19,Shorts Deportivos,Ropa,5,1,406.62,406.62,2025-12-09
79,29,Cortinas Blackout,Hogar,5,3,425.27,1275.81,2025-08-05
410,29,Cortinas Blackout,Hogar,5,1,425.27,425.27,2025-10-05
33,27,Set de Toallas,Hogar,5,2,55.45,110.9,2025-08-21
493,26,Alfombra Moderna,Hogar,3,1,174.93,174.93,2025-07-25
284,10,Mousepad Gaming,Electrónica,5,1,24.6,24.6,2025-11-27
102,43,Sapiens,Libros,4,1,121.67,121.67,2025-10-31
338,9,Hub USB,Electrónica,3,3,216.74,650.22,2026-01-11
88,15,Vestido Casual,Ropa,4,1,328.44,328.44,2025-12-11
275,32,Colchoneta Yoga,Deportes,4,1,367.57,367.57,2025-12-11
446,15,Vestido Casual,Ropa,5,3,328.44,985.32,2025-09-14
82,8,Cargador USB-C,Electrónica,5,3,52.6,157.8,2025-07-22
235,48,Deep Learning,Libros,5,2,146.21,292.42,2025-12-28
423,39,Pesas Ajustables,Deportes,5,3,432.24,1296.72,2025-09-10
236,44,Inteligencia Artificial,Libros,5,2,151.8,303.6,2025-08-01
452,14,Chaqueta Invierno,Ropa,3,3,107.43,322.29,2025-10-29
201,39,Pesas Ajustables,Deportes,5,1,432.24,432.24,2025-08-08
376,28,Reloj de Pared,Hogar,5,1,57.39,57.39,2025-07-19
292,39,Pesas Ajustables,Deportes,4,1,432.24,432.24,2025-11-04
452,26,Alfombra Moderna,Hogar,5,1,174.93,174.93,2025-07-19
372,12,Jeans Clásicos,Ropa,2,2,257.62,515.24,2025-09-30
391,50,El Principito,Libros,3,1,188.77,188.77,2025-09-06
393,46,Data Science Handbook,Libros,3,1,124.07,124.07,2025-11-10
107,46,Data Science Handbook,Libros,3,3,124.07,372.21,2025-07-20
346,6,Webcam HD,Electrónica,4,3,341.58,1024.74,2025-10-03
439,10,Mousepad Gaming,Electrónica,3,1,24.6,24.6,2025-12-10
168,46,Data Science Handbook,Libros,5,1,124.07,124.07,2025-12-23
281,43,Sapiens,Libros,5,1,121.67,121.67,2025-09-15
421,40,Kit Yoga Completo,Deportes,4,1,292.9,292.9,2025-08-11
52,13,Zapatillas Running,Ropa,5,2,23.0,46.0,2025-12-01
40,37,Guantes Gimnasio,Deportes,5,1,416.41,416.41,2025-09-23
184,12,Jeans Clásicos,Ropa,3,3,257.62,772.86,2025-08-30
111,31,Mancuernas 5kg,Deportes,5,3,405.49,1216.47,2025-08-02
340,39,Pesas Ajustables,Deportes,4,2,432.24,864.48,2025-07-21
158,5,Auriculares Bluetooth,Electrónica,3,2,370.87,741.74,2025-11-23
476,50,El Principito,Libros,4,1,188.77,188.77,2025-09-28
15,33,Botella Térmica,Deportes,3,1,272.75,272.75,2025-07-23
343,23,Juego de Sábanas,Hogar,5,3,176.72,530.16,2025-12-02
371,31,Mancuernas 5kg,Deportes,5,2,405.49,810.98,2025-10-23
288,27,Set de Toallas,Hogar,5,2,55.45,110.9,2025-09-26
62,17,Sudadera con Capucha,Ropa,4,1,118.02,118.02,2026-01-10
206,42,El Arte de la Guerra,Libros,4,2,32.45,64.9,2025-11-18
34,12,Jeans Clásicos,Ropa,5,2,257.62,515.24,2026-01-02
35,1,Laptop HP,Electrónica,3,3,323.32,969.96,2025-09-08
53,23,Juego de Sábanas,Hogar,4,3,176.72,530.16,2025-12-01
129,18,Zapatos Formales,Ropa,3,3,298.74,896.22,2025-07-19
199,46,Data Science Handbook,Libros,4,3,124.07,372.21,2025-07-21
163,22,Cojines Decorativos,Hogar,5,1,352.09,352.09,2025-10-20
10,43,Sapiens,Libros,4,3,121.67,365.01,2025-11-15
258,48,Deep Learning,Libros,4,3,146.21,438.63,2025-12-13
159,13,Zapatillas Running,Ropa,5,3,23.0,69.0,2025-12-24
31,18,Zapatos Formales,Ropa,4,1,298.74,298.74,2025-10-09
105,39,Pesas Ajustables,Deportes,5,3,432.24,1296.72,2025-09-22
379,8,Cargador USB-C,Electrónica,2,2,52.6,105.2,2025-08-02
403,6,Webcam HD,Electrónica,3,2,341.58,683.16,2025-08-01
417,3,Teclado Mecánico,Electrónica,4,3,144.76,434.28,2025-10-21
176,44,Inteligencia Artificial,Libros,3,3,151.8,455.4,2025-11-11
411,24,Organizador Cocina,Hogar,5,2,86.18,172.36,2025-09-02
165,4,"Monitor 24""",Electrónica,3,2,119.37,238.74,2025-12-27
489,7,Tablet Android,Electrónica,5,1,447.17,447.17,2025-12-21
89,20,Camisa de Vestir,Ropa,4,1,13.18,13.18,2025-09-26
372,7,Tablet Android,Electrónica,5,1,447.17,447.17,2025-09-27
91,16,Pantalón Formal,Ropa,4,2,277.02,554.04,2025-08-04
104,26,Alfombra Moderna,Hogar,3,2,174.93,349.86,2025-10-04
194,41,Python para Todos,Libros,5,3,355.24,1065.72,2025-09-25
390,28,Reloj de Pared,Hogar,3,2,57.39,114.78,2025-09-26
438,37,Guantes Gimnasio,Deportes,5,1,416.41,416.41,2025-08-25
373,32,Colchoneta Yoga,Deportes,5,2,367.57,735.14,2025-11-02
193,35,Pelota Fitness,Deportes,3,1,195.48,195.48,2025-09-15
101,5,Auriculares Bluetooth,Electrónica,3,3,370.87,1112.61,2025-10-10
252,44,Inteligencia Artificial,Libros,5,3,151.8,455.4,2025-10-10
197,1,Laptop HP,Electrónica,5,1,323.32,323.32,2025-12-13
198,44,Inteligencia Artificial,Libros,4,2,151.8,303.6,2025-11-09
395,30,Macetas Decorativas,Hogar,5,3,305.83,917.49,2025-09-10
326,40,Kit Yoga Completo,Deportes,5,2,292.9,585.8,2025-11-11
125,3,Teclado Mecánico,Electrónica,5,3,144.76,434.28,2026-01-06
358,15,Vestido Casual,Ropa,4,2,328.44,656.88,2025-07-23
76,28,Reloj de Pared,Hogar,3,1,57.39,57.39,2025-08-02
365,23,Juego de Sábanas,Hogar,3,3,176.72,530.16,2025-12-24
266,31,Mancuernas 5kg,Deportes,4,1,405.49,405.49,2025-09-26
130,25,Espejo de Pared,Hogar,5,3,479.03,1437.09,2025-09-30
386,48,Deep Learning,Libros,5,1,146.21,146.21,2025-12-17
326,38,Bicicleta Estática,Deportes,5,2,313.07,626.14,2025-11-21
477,20,Camisa de Vestir,Ropa,5,1,13.18,13.18,2025-12-01
418,48,Deep Learning,Libros,3,3,146.21,438.63,2025-09-29
269,47,1984,Libros,5,1,59.49,59.49,2025-11-29
192,5,Auriculares Bluetooth,Electrónica,4,1,370.87,370.87,2025-09-07
486,49,Clean Code,Libros,4,1,321.49,321.49,2025-11-28
415,31,Mancuernas 5kg,Deportes,4,2,405.49,810.98,2025-09-23
321,17,Sudadera con Capucha,Ropa,2,3,118.02,354.06,2025-12-02
41,32,Colchoneta Yoga,Deportes,4,1,367.57,367.57,2025-10-18
16,40,Kit Yoga Completo,Deportes,5,1,292.9,292.9,2026-01-11
32,20,Camisa de Vestir,Ropa,5,1,13.18,13.18,2025-12-20
109,32,Colchoneta Yoga,Deportes,4,3,367.57,1102.71,2025-11-06
478,30,Macetas Decorativas,Hogar,5,2,305.83,611.66,2025-10-11
350,29,Cortinas Blackout,Hogar,5,1,425.27,425.27,2025-10-13
341,33,Botella Térmica,Deportes,3,2,272.75,545.5,2025-10-21
413,30,Macetas Decorativas,Hogar,5,2,305.83,611.66,2025-12-09
14,14,Chaqueta Invierno,Ropa,5,1,107.43,107.43,2025-10-11
232,1,Laptop HP,Electrónica,5,3,323.32,969.96,2025-09-30
339,37,Guantes Gimnasio,Deportes,3,2,416.41,832.82,2026-01-02
497,19,Shorts Deportivos,Ropa,4,2,406.62,813.24,2025-11-15
311,39,Pesas Ajustables,Deportes,5,1,432.24,432.24,2025-10-16
220,17,Sudadera con Capucha,Ropa,5,2,118.02,236.04,2025-07-29
439,10,Mousepad Gaming,Electrónica,5,2,24.6,49.2,2025-08-11
100,25,Espejo de Pared,Hogar,4,3,479.03,1437.09,2025-09-06
17,49,Clean Code,Libros,4,3,321.49,964.47,2025-08-26
448,35,Pelota Fitness,Deportes,5,2,195.48,390.96,2025-07-28
277,30,Macetas Decorativas,Hogar,4,3,305.83,917.49,2025-07-18
46,19,Shorts Deportivos,Ropa,4,2,406.62,813.24,2025-10-07
393,4,"Monitor 24""",Electrónica,5,3,119.37,358.11,2025-12-13
341,33,Botella Térmica,Deportes,5,2,272.75,545.5,2025-12-21
408,11,Camiseta Deportiva,Ropa,5,3,117.13,351.39,2025-12-28
330,15,Vestido Casual,Ropa,5,3,328.44,985.32,2025-10-08
335,47,1984,Libros,5,1,59.49,59.49,2025-11-08
60,14,Chaqueta Invierno,Ropa,3,3,107.43,322.29,2025-08-15
480,39,Pesas Ajustables,Deportes,5,1,432.24,432.24,2025-10-25
489,10,Mousepad Gaming,Electrónica,4,3,24.6,73.8,2025-08-29
98,3,Teclado Mecánico,Electrónica,5,2,144.76,289.52,2025-10-12
409,34,Cuerda Saltar,Deportes,5,3,486.83,1460.49,2025-08-15
114,28,Reloj de Pared,Hogar,5,2,57.39,114.78,2025-10-25
75,50,El Principito,Libros,4,1,188.77,188.77,2025-09-08
349,27,Set de Toallas,Hogar,4,3,55.45,166.35,2025-07-27
435,16,Pantalón Formal,Ropa,5,3,277.02,831.06,2025-10-24
159,34,Cuerda Saltar,Deportes,4,3,486.83,1460.49,2025-08-20
245,43,Sapiens,Libros,5,3,121.67,365.01,2025-10-09
31,7,Tablet Android,Electrónica,3,3,447.17,1341.51,2025-11-21
435,12,Jeans Clásicos,Ropa,5,3,257.62,772.86,2025-12-31
473,40,Kit Yoga Completo,Deportes,4,2,292.9,585.8,2025-10-05
154,17,Sudadera con Capucha,Ropa,3,1,118.02,118.02,2026-01-08
281,12,Jeans Clásicos,Ropa,5,2,257.62,515.24,2025-10-05
201,27,Set de Toallas,Hogar,4,3,55.45,166.35,2025-11-25
359,25,Espejo de Pared,Hogar,3,1,479.03,479.03,2025-10-23
386,9,Hub USB,Electrónica,4,1,216.74,216.74,2025-10-28
235,24,Organizador Cocina,Hogar,4,3,86.18,258.54,2025-09-12
150,11,Camiseta Deportiva,Ropa,4,3,117.13,351.39,2025-11-24
377,13,Zapatillas Running,Ropa,5,3,23.0,69.0,2025-12-18
348,36,Banda Elástica,Deportes,5,2,280.5,561.0,2025-09-26
348,1,Laptop HP,Electrónica,5,1,323.32,323.32,2025-10-14
499,10,Mousepad Gaming,Electrónica,4,3,24.6,73.8,2025-07-31
174,15,Vestido Casual,Ropa,5,2,328.44,656.88,2025-11-12
18,23,Juego de Sábanas,Hogar,5,3,176.72,530.16,2025-08-14
489,10,Mousepad Gaming,Electrónica,5,3,24.6,73.8,2025-07-29
46,3,Teclado Mecánico,Electrónica,4,3,144.76,434.28,2025-10-08
141,41,Python para Todos,Libros,4,1,355.24,355.24,2025-12-15
43,15,Vestido Casual,Ropa,5,3,328.44,985.32,2025-11-17
12,13,Zapatillas Running,Ropa,4,3,23.0,69.0,2025-12-20
407,18,Zapatos Formales,Ropa,5,3,298.74,896.22,2025-07-18
223,36,Banda Elástica,Deportes,3,1,280.5,280.5,2025-08-29
95,15,Vestido Casual,Ropa,4,3,328.44,985.32,2025-08-31
251,5,Auriculares Bluetooth,Electrónica,5,3,370.87,1112.61,2025-12-13
386,48,Deep Learning,Libros,5,1,146.21,146.21,2025-11-28
442,27,Set de Toallas,Hogar,3,2,55.45,110.9,2025-10-25
63,49,Clean Code,Libros,5,1,321.49,321.49,2025-08-23
132,12,Jeans Clásicos,Ropa,1,1,257.62,257.62,2025-09-06
153,19,Shorts Deportivos,Ropa,4,3,406.62,1219.86,2026-01-13
128,22,Cojines Decorativos,Hogar,5,2,352.09,704.18,2025-07-29
274,31,Mancuernas 5kg,Deportes,5,3,405.49,1216.47,2025-10-15
311,45,Cien Años Soledad,Libros,5,3,49.1,147.3,2026-01-02
122,32,Colchoneta Yoga,Deportes,4,1,367.57,367.57,2025-12-10
309,9,Hub USB,Electrónica,4,3,216.74,650.22,2025-08-07
217,38,Bicicleta Estática,Deportes,4,3,313.07,939.21,2025-12-03
205,14,Chaqueta Invierno,Ropa,5,3,107.43,322.29,2025-12-08
275,37,Guantes Gimnasio,Deportes,5,3,416.41,1249.23,2025-08-01
99,26,Alfombra Moderna,Hogar,3,3,174.93,524.79,2025-09-05
310,11,Camiseta Deportiva,Ropa,4,2,117.13,234.26,2025-10-08
14,20,Camisa de Vestir,Ropa,4,2,13.18,26.36,2025-12-13
273,29,Cortinas Blackout,Hogar,3,3,425.27,1275.81,2025-12-22
186,6,Webcam HD,Electrónica,4,1,341.58,341.58,2025-11-17
141,44,Inteligencia Artificial,Libros,5,1,151.8,151.8,2025-10-09
488,36,Banda Elástica,Deportes,4,3,280.5,841.5,2025-10-27
302,25,Espejo de Pared,Hogar,5,3,479.03,1437.09,2025-10-16
359,9,Hub USB,Electrónica,5,3,216.74,650.22,2025-12-19
460,8,Cargador USB-C,Electrónica,5,2,52.6,105.2,2025-11-28
177,8,Cargador USB-C,Electrónica,3,3,52.6,157.8,2025-08-25
305,39,Pesas Ajustables,Deportes,3,3,432.24,1296.72,2025-12-12
133,22,Cojines Decorativos,Hogar,5,1,352.09,352.09,2025-10-09
291,32,Colchoneta Yoga,Deportes,1,3,367.57,1102.71,2025-08-03
499,1,Laptop HP,Electrónica,5,2,323.32,646.64,2025-07-17
235,14,Chaqueta Invierno,Ropa,5,3,107.43,322.29,2025-11-01
142,14,Chaqueta Invierno,Ropa,5,3,107.43,322.29,2025-11-16
157,10,Mousepad Gaming,Electrónica,5,2,24.6,49.2,2025-10-25
433,40,Kit Yoga Completo,Deportes,3,1,292.9,292.9,2025-12-21
85,9,Hub USB,Electrónica,5,3,216.74,650.22,2025-09-09
414,44,Inteligencia Artificial,Libros,5,2,151.8,303.6,2025-07-24
261,24,Organizador Cocina,Hogar,2,2,86.18,172.36,2025-09-04
351,35,Pelota Fitness,Deportes,4,3,195.48,586.44,2025-12-13
208,41,Python para Todos,Libros,5,3,355.24,1065.72,2026-01-12
366,17,Sudadera con Capucha,Ropa,4,3,118.02,354.06,2025-07-28
487,35,Pelota Fitness,Deportes,5,3,195.48,586.44,2025-07-22
312,19,Shorts Deportivos,Ropa,5,3,406.62,1219.86,2025-09-01
463,22,Cojines Decorativos,Hogar,4,1,352.09,352.09,2025-09-04
181,47,1984,Libros,3,2,59.49,118.98,2025-12-01
192,50,El Principito,Libros,3,3,188.77,566.31,2025-11-11
426,48,Deep Learning,Libros,4,2,146.21,292.42,2025-10-30
136,14,Chaqueta Invierno,Ropa,4,2,107.43,214.86,2025-08-02
264,8,Cargador USB-C,Electrónica,1,2,52.6,105.2,2025-08-08
435,10,Mousepad Gaming,Electrónica,3,2,24.6,49.2,2025-10-21
153,47,1984,Libros,4,3,59.49,178.47,2025-11-27
206,47,1984,Libros,5,1,59.49,59.49,2025-12-23
271,39,Pesas Ajustables,Deportes,5,2,432.24,864.48,2026-01-12
80,11,Camiseta Deportiva,Ropa,2,2,117.13,234.26,2025-10-04
192,9,Hub USB,Electrónica,5,3,216.74,650.22,2025-11-06
56,2,Mouse Inalámbrico,Electrónica,3,2,22.26,44.52,2025-12-03
72,7,Tablet Android,Electrónica,3,3,447.17,1341.51,2025-11-24
57,49,Clean Code,Libros,4,2,321.49,642.98,2025-10-21
462,26,Alfombra Moderna,Hogar,5,3,174.93,524.79,2025-11-06
61,32,Colchoneta Yoga,Deportes,5,3,367.57,1102.71,2025-12-12
167,40,Kit Yoga Completo,Deportes,5,2,292.9,585.8,2025-09-07
372,37,Guantes Gimnasio,Deportes,4,2,416.41,832.82,2025-12-11
57,13,Zapatillas Running,Ropa,4,1,23.0,23.0,2025-12-05
177,16,Pantalón Formal,Ropa,3,2,277.02,554.04,2025-09-26
500,34,Cuerda Saltar,Deportes,5,2,486.83,973.66,2025-11-02
249,45,Cien Años Soledad,Libros,4,1,49.1,49.1,2025-09-05
96,15,Vestido Casual,Ropa,5,3,328.44,985.32,2025-11-11
342,18,Zapatos Formales,Ropa,2,3,298.74,896.22,2025-12-18
359,45,Cien Años Soledad,Libros,3,1,49.1,49.1,2025-08-15
323,28,Reloj de Pared,Hogar,4,2,57.39,114.78,2026-01-04
141,18,Zapatos Formales,Ropa,5,2,298.74,597.48,2026-01-09
316,8,Cargador USB-C,Electrónica,4,3,52.6,157.8,2025-10-27
359,3,Teclado Mecánico,Electrónica,4,2,144.76,289.52,2025-09-13
32,42,El Arte de la Guerra,Libros,3,1,32.45,32.45,2025-11-06
187,19,Shorts Deportivos,Ropa,5,1,406.62,406.62,2025-10-24
459,27,Set de Toallas,Hogar,3,3,55.45,166.35,2025-10-23
109,24,Organizador Cocina,Hogar,5,1,86.18,86.18,2025-09-25
95,43,Sapiens,Libros,4,2,121.67,243.34,2025-12-16
50,34,Cuerda Saltar,Deportes,5,1,486.83,486.83,2025-10-21
185,45,Cien Años Soledad,Libros,3,3,49.1,147.3,2025-08-31
310,18,Zapatos Formales,Ropa,4,2,298.74,597.48,2025-12-22
455,43,Sapiens,Libros,5,1,121.67,121.67,2026-01-03
301,38,Bicicleta Estática,Deportes,5,1,313.07,313.07,2025-11-25
361,34,Cuerda Saltar,Deportes,3,3,486.83,1460.49,2025-08-08
176,1,Laptop HP,Electrónica,5,1,323.32,323.32,2025-08-30
370,27,Set de Toallas,Hogar,4,3,55.45,166.35,2025-11-10
457,19,Shorts Deportivos,Ropa,5,3,406.62,1219.86,2025-10-17
459,29,Cortinas Blackout,Hogar,5,1,425.27,425.27,2025-09-12
215,23,Juego de Sábanas,Hogar,4,2,176.72,353.44,2025-07-19
496,47,1984,Libros,5,1,59.49,59.49,2025-07-20
98,37,Guantes Gimnasio,Deportes,4,3,416.41,1249.23,2025-08-30
446,49,Clean Code,Libros,4,3,321.49,964.47,2025-10-07
288,32,Colchoneta Yoga,Deportes,3,2,367.57,735.14,2025-11-22
95,13,Zapatillas Running,Ropa,5,1,23.0,23.0,2025-09-04
234,1,Laptop HP,Electrónica,4,1,323.32,323.32,2025-10-30
363,48,Deep Learning,Libros,4,1,146.21,146.21,2025-08-30
122,18,Zapatos Formales,Ropa,4,2,298.74,597.48,2025-12-10
139,25,Espejo de Pared,Hogar,1,1,479.03,479.03,2025-11-21
274,34,Cuerda Saltar,Deportes,5,2,486.83,973.66,2025-10-22
43,6,Webcam HD,Electrónica,4,2,341.58,683.16,2025-12-10
210,25,Espejo de Pared,Hogar,4,1,479.03,479.03,2025-08-06
418,11,Camiseta Deportiva,Ropa,4,2,117.13,234.26,2025-11-29
132,22,Cojines Decorativos,Hogar,5,3,352.09,1056.27,2025-12-17
370,44,Inteligencia Artificial,Libros,3,3,151.8,455.4,2025-11-09
446,24,Organizador Cocina,Hogar,5,2,86.18,172.36,2025-11-18
167,16,Pantalón Formal,Ropa,4,1,277.02,277.02,2025-09-24
189,22,Cojines Decorativos,Hogar,3,1,352.09,352.09,2025-09-18
95,44,Inteligencia Artificial,Libros,4,3,151.8,455.4,2025-09-10
483,3,Teclado Mecánico,Electrónica,3,1,144.76,144.76,2025-10-26
84,9,Hub USB,Electrónica,4,3,216.74,650.22,2025-08-11
97,22,Cojines Decorativos,Hogar,5,2,352.09,704.18,2025-08-01
497,32,Colchoneta Yoga,Deportes,5,3,367.57,1102.71,2026-01-10
309,7,Tablet Android,Electrónica,3,1,447.17,447.17,2025-08-02
479,41,Python para Todos,Libros,5,2,355.24,710.48,2025-12-08
481,35,Pelota Fitness,Deportes,5,1,195.48,195.48,2025-12-17
278,2,Mouse Inalámbrico,Electrónica,3,3,22.26,66.78,2025-12-23
104,26,Alfombra Moderna,Hogar,5,2,174.93,349.86,2025-10-21
246,44,Inteligencia Artificial,Libros,5,2,151.8,303.6,2025-08-06
279,43,Sapiens,Libros,4,2,121.67,243.34,2025-12-18
262,26,Alfombra Moderna,Hogar,5,1,174.93,174.93,2025-11-17
13,9,Hub USB,Electrónica,4,3,216.74,650.22,2025-11-01
116,46,Data Science Handbook,Libros,3,3,124.07,372.21,2025-12-16
252,43,Sapiens,Libros,4,2,121.67,243.34,2025-10-14
40,31,Mancuernas 5kg,Deportes,4,1,405.49,405.49,2026-01-02
310,13,Zapatillas Running,Ropa,5,3,23.0,69.0,2025-11-28
348,34,Cuerda Saltar,Deportes,5,2,486.83,973.66,2025-10-16
449,30,Macetas Decorativas,Hogar,5,2,305.83,611.66,2025-12-25
404,4,"Monitor 24""",Electrónica,5,1,119.37,119.37,2025-10-24
76,24,Organizador Cocina,Hogar,5,1,86.18,86.18,2025-08-19
219,40,Kit Yoga Completo,Deportes,4,1,292.9,292.9,2025-10-23
66,33,Botella Térmica,Deportes,4,2,272.75,545.5,2025-09-27
247,41,Python para Todos,Libros,5,3,355.24,1065.72,2025-10-20
71,24,Organizador Cocina,Hogar,3,1,86.18,86.18,2025-10-07
215,22,Cojines Decorativos,Hogar,5,1,352.09,352.09,2025-10-07
43,22,Cojines Decorativos,Hogar,5,3,352.09,1056.27,2025-11-18
360,41,Python para Todos,Libros,3,1,355.24,355.24,2025-10-13
286,43,Sapiens,Libros,5,1,121.67,121.67,2025-10-16
185,23,Juego de Sábanas,Hogar,4,1,176.72,176.72,2025-10-30
236,7,Tablet Android,Electrónica,4,1,447.17,447.17,2025-12-30
383,9,Hub USB,Electrónica,5,2,216.74,433.48,2026-01-07
357,20,Camisa de Vestir,Ropa,3,3,13.18,39.54,2025-12-17
340,19,Shorts Deportivos,Ropa,5,1,406.62,406.62,2026-01-06
76,21,Lámpara LED,Hogar,4,1,404.85,404.85,2025-08-21
426,10,Mousepad Gaming,Electrónica,2,1,24.6,24.6,2025-09-15
381,46,Data Science Handbook,Libros,5,3,124.07,372.21,2025-10-19
228,29,Cortinas Blackout,Hogar,3,2,425.27,850.54,2025-12-16
80,25,Espejo de Pared,Hogar,5,1,479.03,479.03,2025-09-07
83,46,Data Science Handbook,Libros,5,2,124.07,248.14,2025-08-25
365,17,Sudadera con Capucha,Ropa,5,3,118.02,354.06,2025-10-27
364,26,Alfombra Moderna,Hogar,4,1,174.93,174.93,2025-09-02
194,9,Hub USB,Electrónica,2,1,216.74,216.74,2025-10-03
